"logFC"	"P.Value"	"adj.P.Val"
"MTMR9"	1.79267309048203	0.0387187740648295	0.0708952259051595
"RP9P"	1.37030230236839	0.0387517909038677	0.0709434237345293
"KCNQ3"	2.12401635859313	0.0387710652020297	0.0709614940260618
"PUS1"	1.47266411893556	0.0387750530199023	0.0709614940260618
"FUCA1"	1.49594253475311	0.0387936578724691	0.0709832848985545
"SCAP"	1.47767699464789	0.0388566072715738	0.071086194349066
"ERP29"	1.4132617160989	0.038865344213849	0.0710899064512205
"BIN3"	1.40817487990633	0.0389238663572296	0.0711754308057059
"TNRC6B"	1.60912336332704	0.0389255328316542	0.0711754308057059
"RTL10"	1.72728656815952	0.0390427550456447	0.0713774569559674
"TBC1D22B"	1.47426037751264	0.039053433652754	0.0713846653763171
"WDR18"	1.42341319398563	0.0390922597350499	0.0714433124111155
"RCHY1"	1.48489116207437	0.0390999315412482	0.0714450128403704
"SMIM8"	1.4819986382559	0.0391427421626507	0.0714983684226099
"RECK"	1.39322834434675	0.0391519650027072	0.0714983684226099
"SLC25A39"	1.33844306962803	0.0391534484337242	0.0714983684226099
"CERK"	1.68915155824483	0.0391561172225729	0.0714983684226099
"GUCY1A1"	1.6337977255679	0.039195023489317	0.0715541913350364
"FXYD7"	-1.43983854069965	0.0392001920070977	0.0715541913350364
"PAK3"	2.74135588318918	0.0392201690326161	0.0715783281225531
"SNRK"	1.40229868716518	0.039236591485606	0.0715931694753533
"SLC39A1"	1.29624193279575	0.0392418118024465	0.0715931694753533
"DNAJC8"	1.42778652175146	0.0392964331189463	0.0716804816169696
"MANBA"	1.51920322310671	0.0393166274038121	0.0717049762907591
"HSP90B1"	1.45152311328349	0.0393566725125261	0.0717656598912167
"UBE2A"	1.3733040870799	0.0394094627359585	0.0718495589326833
"KLF10"	1.54675245779709	0.0394188387551702	0.0718542919035592
"DEPDC5"	1.77694640336275	0.0394600509782425	0.071917045617784
"ACAP3"	1.49871913709788	0.0394958789458706	0.0719699664835516
"RHOBTB1"	1.66957195768009	0.0395712692566173	0.0720949478393726
"NEU3"	1.9258719853532	0.0396238983169924	0.0721707172333634
"ENY2"	1.42432039719063	0.0396293587425231	0.0721707172333634
"GBF1"	1.64013845158215	0.0396332868747099	0.0721707172333634
"STOX2"	2.29931039995095	0.0396549694422673	0.0721977952498108
"TMEM259"	1.47073912450012	0.0397712918195827	0.0723945171609243
"CUL9"	1.47579879255808	0.0397766817727932	0.0723945171609243
"TTPAL"	1.60015371554582	0.0398294282230136	0.0724753820294141
"CEMIP2"	1.54979911216587	0.0398347896132607	0.0724753820294141
"EEF2K"	1.49935218922176	0.0398696512587928	0.0725258665780135
"HIVEP3"	1.99734140661452	0.0398762242451486	0.0725258665780135
"GATAD1"	1.38229150255807	0.0399092909113119	0.072573552690131
"PODXL"	1.44884043920564	0.0399238100719211	0.0725875002817326
"LZTS2"	1.379940927634	0.0399488792231789	0.0726206212705403
"PSMD3"	1.58954074003256	0.0399980203693924	0.0726974824000722
"COPS3"	1.61666575807492	0.040006657586152	0.0727007128083057
"GNAZ"	1.71632645220607	0.0400206658143677	0.0727034293876872
"GRIN2A"	-2.38182186961064	0.0400218727163396	0.0727034293876872
"PQBP1"	1.41279383791556	0.0400722600305656	0.0727701857597247
"PNPLA8"	1.36565882162515	0.0400723536604787	0.0727701857597247
"SEPTIN2"	1.30816747072416	0.0400891569148429	0.0727882276826289
"TSPAN33"	-1.40111935907626	0.0401123707523168	0.0728179008621195
"MINDY1"	1.3584235521237	0.0401446886396578	0.0728554879711867
"SHOC2"	1.55162973336564	0.0401468248491914	0.0728554879711867
"BCAT1"	1.81024138891375	0.0401935067610278	0.0729235231041498
"PSME3IP1"	1.40831325172213	0.0401980771819629	0.0729235231041498
"VPS51"	1.51232309567623	0.0402763248067749	0.0730474166275613
"ATG16L1"	1.69758120560528	0.0402801568948357	0.0730474166275613
"HS6ST1"	1.63606017852581	0.0402877248228704	0.0730486411758393
"UBE2D3"	1.4627185053278	0.0403007619216221	0.0730597801651302
"PTPRU"	1.80184988562596	0.0403421665807654	0.073118866358456
"CYP27A1"	-1.42286679278461	0.0403471532802652	0.073118866358456
"GTF2F1"	1.6342818414627	0.040371089328979	0.0731241685718172
"PLXNC1"	2.09333798997585	0.040371454698888	0.0731241685718172
"SNX2"	1.44914843200184	0.0403774857045666	0.0731241685718172
"EFHD2"	-1.72578628711913	0.0403776782866837	0.0731241685718172
"COQ3"	1.44641461933586	0.0403975439673816	0.073147645816899
"LARP4B"	1.56370727054843	0.0404084289568466	0.0731548565228322
"STAT2"	1.43710027084584	0.0404985123913011	0.0733054200380886
"ABI2"	1.5605879529473	0.0405250300593007	0.073331918662126
"GOLGB1"	1.53656287367702	0.0405269907156135	0.073331918662126
"NECTIN3"	1.84112110793359	0.0406163900574259	0.0734811372189484
"TPTE2P1"	1.8145883238052	0.0406600168516009	0.0735437819446528
"NBDY"	1.36734364113354	0.0406670428935981	0.0735437819446528
"SLK"	1.51763050780571	0.040671834872392	0.0735437819446528
"PDLIM2"	-1.29129267927212	0.040681790174995	0.0735489571933809
"SEMA4B"	1.32321173305878	0.0406885767149266	0.0735489571933809
"EXOSC6"	1.86845108096863	0.0407017845599703	0.0735602852603283
"SCAI"	1.85334684498069	0.0407551646579323	0.0736442003486388
"SUSD1"	1.79829843457701	0.0407673819914327	0.0736484185900556
"PTPDC1"	1.56963030119874	0.0407713976097241	0.0736484185900556
"SLC35E1"	1.57566206114541	0.0408044090134103	0.0736954885351266
"NTN1"	1.37249104534836	0.040876054890026	0.0738123069900317
"FAM149B1"	1.3016373590433	0.0409526597452464	0.0739380388381808
"UGT8"	-1.77258886426257	0.0409805472421534	0.0739757860113
"TMEM106B"	1.50778431944727	0.0410537439704447	0.0740863413644088
"AKNA"	1.45551450728724	0.0410611849346895	0.0740863413644088
"PNKP"	1.52463379769035	0.0410627636511169	0.0740863413644088
"PRAG1"	1.78270931880551	0.0411774492426331	0.0742806139699448
"RIC8A"	1.46694233659447	0.0413024202716309	0.0744933713476419
"SLC20A1"	1.42099935467462	0.0413669323410898	0.0745970306195117
"ALAS1"	1.6500032807031	0.0414039429363552	0.0746510696222342
"PP7080"	1.3845258604186	0.0414119206195746	0.0746527529726572
"BAG5"	1.5868770727387	0.0414344678731523	0.0746806956666102
"KIAA1191"	1.39460810341382	0.0414448031170487	0.0746866219069006
"RBBP7"	1.40058021333205	0.0415004853773502	0.0747742509400132
"FBXO8"	1.27653612928655	0.0415599583335981	0.0748686789766229
"MRPS6"	1.28757070268456	0.0415892138735216	0.0749063139546779
"JADE2"	-1.86819161430795	0.0415949856221249	0.0749063139546779
"ATAD1"	1.47977950384688	0.0416060932939619	0.0749135876196752
"GREB1"	-1.5426483320666	0.0416355028230899	0.0749538065091059
"MAPK4"	-1.46324503909636	0.0417338864730668	0.0751178783558788
"EFR3B"	1.46523723256134	0.041740817667274	0.0751178783558788
"ZBTB21"	1.5216597750359	0.0417539450989073	0.0751287453579321
"SMYD5"	1.41034531729993	0.041769027376821	0.0751318567364826
"ITGA1"	1.3489847659232	0.0417698527921641	0.0751318567364826
"TMEM135"	1.50216474610139	0.0417933370369468	0.0751515029421786
"AATK"	-1.8049454027719	0.0417949573826383	0.0751515029421786
"FGD6"	1.29156145374723	0.041812236670906	0.0751610606993447
"YWHAE"	1.37150555569433	0.0418144568676483	0.0751610606993447
"NAPRT"	1.39272678360581	0.0418446964706657	0.0752026612169095
"TNPO2"	1.43120903066095	0.0418676922891932	0.0752312314141862
"SCRN3"	1.47274214571352	0.0419114951293179	0.0752971733142077
"POR"	1.38805442515654	0.0419411241661576	0.0753339980752394
"VPS39"	1.53827437453832	0.0419462089679173	0.0753339980752394
"GPR107"	1.44515127652743	0.0421274054862561	0.0756466017186279
"TSPAN5"	1.66765839384733	0.0421732859359227	0.0757161586225494
"ULK1"	1.66314447675314	0.0422006962403549	0.0757525370520462
"MRPL50"	1.4522254762918	0.0422130761647383	0.0757619273825397
"TMEM185B"	1.32402740929708	0.0422298714588968	0.0757792376771738
"GOLT1B"	1.6031546947842	0.0422463181959648	0.0757959167497605
"IPW"	1.32244121207942	0.0422732362068646	0.0758313739540201
"THAP11"	1.44287280574514	0.0423174886257037	0.0758979090294818
"ARHGEF7"	1.73728234965478	0.0423310366407108	0.0759093614751698
"FGF13"	1.70547557638255	0.0423583812910042	0.0759455464256576
"ZFR"	1.44674448711689	0.0423669717806254	0.0759480999545108
"ENDOV"	1.44213912041278	0.0423864391087022	0.0759701474165442
"NYAP1"	1.67291537891246	0.0423947217577072	0.0759721442658404
"EHBP1L1"	1.32132103336946	0.042493480659243	0.0761362481870934
"TMX3"	1.59358050150547	0.0425504105443604	0.0762253635816652
"RNF31"	1.45544539758301	0.0426904855010671	0.0764633708535253
"CIB1"	-1.31294662791291	0.0427285081740065	0.0765120065539082
"B3GAT1"	1.42907290296598	0.0427320783914496	0.0765120065539082
"PRMT9"	1.48853111388022	0.0427492620926379	0.0765158055198747
"BUD31"	1.36937500591927	0.0427550993819297	0.0765158055198747
"GLG1"	1.422266096609	0.042755859623391	0.0765158055198747
"DIPK1B"	1.45196690287276	0.0427640364719143	0.0765175179012912
"THAP5"	1.43258766122637	0.0428282141888603	0.0766194149178834
"ACTR6"	1.45029349412271	0.0428583785101955	0.0766604380508105
"NEMF"	1.48199479825181	0.042922208074463	0.0767569365141394
"ITPA"	1.3361126717977	0.0429268128627386	0.0767569365141394
"MIA2"	1.51480421982701	0.0429476131974465	0.0767811748762715
"SEMA6D"	1.56245481065968	0.0429770334781234	0.0768060816677131
"ALDH4A1"	-1.41858087409529	0.0429788327611206	0.0768060816677131
"ADK"	1.33424382337407	0.0429832865041712	0.0768060816677131
"UNC79"	1.74576579298925	0.043012995017568	0.0768292378609812
"CHRD"	-1.71154502534865	0.0430229525763666	0.0768292378609812
"CCDC12"	1.39152599013502	0.0430239780533355	0.0768292378609812
"DCTPP1"	1.43572273557859	0.0430303519041578	0.0768292378609812
"EMD"	1.32030939287858	0.0430324925403646	0.0768292378609812
"OSBP"	1.4988930327507	0.0430406374119515	0.0768308363301098
"MRPS30"	1.7498009618815	0.0430881488729782	0.0768976011167671
"MTX3"	1.55794311123644	0.0431025345664997	0.0768976011167671
"PPFIA1"	1.30102976242618	0.0431029189830354	0.0768976011167671
"HIVEP2"	2.06153574733544	0.0431070624867629	0.0768976011167671
"NRP2"	1.88848092228227	0.0431591383816985	0.0769775409911209
"RUVBL2"	1.46890171482163	0.0431704222121507	0.07698471051731
"EXTL3"	1.56726717755555	0.0431847303588603	0.0769948069321159
"NACAD"	1.7240320308147	0.0431906140037204	0.0769948069321159
"MAPK12"	1.31568924411171	0.0432263250350825	0.0770455083622275
"NECAB1"	-2.49836962256711	0.0432343006932215	0.0770467662261243
"GARS1"	1.75111922282763	0.0433690321649288	0.0772738740558029
"CDH11"	1.49609624678688	0.0433938682716518	0.0773051295920265
"TMEM161A"	1.32291255159929	0.0434152200258906	0.0773301683755274
"UBE2K"	1.64007427908533	0.0434291078368709	0.0773319138433133
"DENND6B"	1.55405107120193	0.043430793658747	0.0773319138433133
"OGFOD3"	1.43672957127896	0.0434446783791454	0.0773436421068676
"PDE4DIP"	1.46632654328078	0.0434547622199641	0.07734860094175
"ATP5F1E"	1.32049865156739	0.0434777657983593	0.0773765511219164
"EAF1"	1.62712853834276	0.043491463917245	0.0773879339481132
"IMPACT"	1.31871571028435	0.0436409080198541	0.0776408163831482
"FAM89B"	1.40784812176168	0.0436941782547499	0.0777225413131653
"ILF3.DT"	1.3349006509999	0.0437362833038827	0.0777843816839318
"PSME3"	1.44642166404658	0.043755640116372	0.0778057506633072
"ACOT9"	1.31503165588899	0.0438223680435131	0.0779113330859171
"SHISA5"	1.33833811199487	0.0438346945135693	0.0779201765271397
"TSPAN13"	1.72035511437048	0.0438981672905433	0.0780199189913094
"LOC646471"	1.66016842352813	0.043928261890624	0.0780558018981345
"NA..1231"	1.32899536550614	0.0439330872166798	0.0780558018981345
"ACAT1"	1.29574716126185	0.043985382458697	0.0781356157052081
"NDN"	1.49414218980856	0.0439957803795581	0.0781409888490962
"ERCC2"	1.44273457937591	0.0440060425402225	0.0781461191087932
"IGHMBP2"	1.4925095418748	0.0440401303598522	0.0781866442258473
"ASB8"	1.3823021568097	0.0440436182325258	0.0781866442258473
"HS2ST1"	1.39413060629068	0.0441344516936437	0.0783271173542577
"MTMR14"	1.38901934452077	0.0441375301792439	0.0783271173542577
"ABLIM2"	-1.79239740811048	0.0441489376868581	0.0783342443672061
"TERF2"	1.52322241132841	0.0441643802177957	0.0783363603161931
"PPP2R1A"	1.43782104662032	0.0441649134637907	0.0783363603161931
"UTP4"	1.52547239241952	0.0441783641050984	0.078347105553185
"PRICKLE2"	1.67463340155631	0.0443152943385434	0.0785767926049662
"TCAIM"	1.32222531143151	0.044351729812016	0.0786282423131056
"STRN"	1.75462430452548	0.0443711123208026	0.0786467920525376
"ASTN2"	1.8489470491855	0.0443770349569895	0.0786467920525376
"DCUN1D1"	1.46052313274838	0.0444106382779685	0.0786931858334577
"DDX54"	1.53758133842612	0.0444320694262834	0.0787128641601173
"SNX18"	1.26271375068026	0.0444365980628403	0.0787128641601173
"ZNHIT6"	1.34000888054455	0.0444519742963246	0.0787269424452621
"LRRC32"	-1.34484556505216	0.0445242035738963	0.078826433522662
"RNPEPL1"	1.2905562713578	0.0445337674859682	0.078826433522662
"ATCAY"	1.80607377142914	0.044537707029698	0.078826433522662
"EGFL7"	-1.33970831217633	0.0445379018620212	0.078826433522662
"RABGAP1L"	1.53815086907633	0.0445481085769453	0.0788313332273278
"ZMIZ2"	1.53495207581313	0.0446255224180299	0.0789551396638198
"CAPS"	1.38100167225131	0.0446398221271776	0.0789672567023582
"ALG13"	1.45263893112066	0.0446552537976745	0.0789813717870084
"SLC8A1"	1.8558425650963	0.0447173666544104	0.079078033005747
"PPP2R2B"	1.51029344531274	0.0447432691049234	0.0791106383006304
"GINM1"	1.29348039820193	0.0447528939358729	0.0791144570362603
"POM121"	1.65102601986432	0.0448126982779416	0.0792019735163707
"RASGRF2"	-2.43997930017151	0.0448224371501889	0.0792019735163707
"SLC39A9"	1.3992430156992	0.044827042178526	0.0792019735163707
"CIAPIN1"	1.52426269176422	0.0448322928028598	0.0792019735163707
"KIAA1109"	1.48834178068242	0.0448511384599947	0.0792105209283464
"POLD2"	1.33131179968373	0.044852079268825	0.0792105209283464
"SPATA7"	1.5269096076226	0.044862997859753	0.0792166030186041
"NUB1"	1.40483207153048	0.0448820808232997	0.0792286012156715
"ALDH3A2"	1.38537345938427	0.0448847444516788	0.0792286012156715
"PANK4"	1.54298625238025	0.0450560212688676	0.0795176874949974
"PCSK1"	-2.72139872857932	0.0451060538176461	0.0795862251089972
"NEFH"	-2.76410462172817	0.0451098749037315	0.0795862251089972
"TMEM263"	1.36005078961784	0.0451402498380197	0.0796265592182644
"MAN1A2"	1.58767816435944	0.0451615231795769	0.0796508275348904
"ITGAE"	1.28944829110296	0.0451841512382633	0.079677476676059
"DDB1"	1.45744763833029	0.0452101548498072	0.0797100683909927
"PGRMC2"	1.4209971038521	0.0452337946835843	0.0797384823780151
"CORO2A"	1.74928717646458	0.0452676199708393	0.0797750892717386
"RBM42"	1.34793919539973	0.0452696156709036	0.0797750892717386
"DPH1"	1.53030343173973	0.0452945361319916	0.0797940626669917
"PDE6B"	1.59316306843873	0.0452954407439726	0.0797940626669917
"DMAC2"	1.41044205675987	0.0453077761274421	0.0797960834352439
"STARD7"	1.34406697684542	0.0453183577073817	0.0797960834352439
"RGN"	-1.2748166536289	0.0453191759008052	0.0797960834352439
"TXNL1"	1.44920574741624	0.0453365880222112	0.0798134817042183
"LRPPRC"	1.55696567421397	0.04536378939808	0.0798407193653954
"ATP11A"	1.50463473221898	0.0453671270068325	0.0798407193653954
"GAS2L1"	-1.39036389165952	0.0453764175810505	0.0798438109785777
"LRTOMT"	1.24170056845878	0.0454164775696741	0.0799010340775906
"RPL13AP5"	1.35378055062323	0.0455473599040472	0.0801052890721679
"PSMD2"	1.48264969424996	0.0455516155698153	0.0801052890721679
"SCAMP3"	1.36371525466007	0.0455552535608564	0.0801052890721679
"KIF3C"	2.03967150751654	0.0455843337759742	0.0801431269671158
"NUBP2"	1.32231013846711	0.045603626867855	0.0801542930998339
"MRPS2"	1.34441190837042	0.0456058112277787	0.0801542930998339
"CDC123"	1.46864728541672	0.0456611890553798	0.0802383156373595
"SEC14L1"	1.3546594230604	0.0457327632643364	0.0803415600213219
"PEX3"	1.35004737422731	0.0457351039449552	0.0803415600213219
"MRPL1"	1.40201458148562	0.045779547686422	0.0804063053332285
"SCAMP1"	1.61225615026841	0.0459506492616052	0.0806848150542256
"MAP3K13"	1.77003581717109	0.0459533443732125	0.0806848150542256
"NLGN4X"	1.53757771995704	0.0460246783851141	0.0807966774102103
"GPR180"	1.519043551296	0.0460520814957541	0.0808313944504807
"IDH2"	1.30312104974008	0.0461015520551421	0.0808853477883906
"OCRL"	1.57303286643917	0.0461052663723894	0.0808853477883906
"ZDHHC16"	1.35698086110844	0.0461057167380324	0.0808853477883906
"UBE2S"	1.64559086814258	0.0461892050672473	0.0810158475427452
"RERE"	1.48677477748673	0.0461953922155887	0.0810158475427452
"BBX"	1.32642309516734	0.0463019135415969	0.0811892256310132
"SBNO1"	1.73275417377575	0.0463200392444642	0.0811957895393533
"ERCC1"	1.33476936275246	0.0463209797655152	0.0811957895393533
"RGP1"	1.60809778327639	0.0463794934555433	0.0812816683964542
"ZFYVE28"	-1.63074016187438	0.0463886758645103	0.0812816683964542
"FBXO3"	1.39452337553896	0.0463929809520807	0.0812816683964542
"ATMIN"	1.50157161660653	0.046407500313605	0.0812936674915018
"RRP1"	1.51847311837472	0.0464306484739622	0.0813207754961249
"SEM1"	1.29556012462183	0.0464993970719829	0.0814277280516977
"MORN4"	1.42007036182914	0.0465646878989458	0.0815285911701682
"SPTSSA"	1.24355526276137	0.0465781220819141	0.0815386418606088
"NCSTN"	1.31448694951595	0.0466636714844934	0.0816749117081191
"SAMD8"	1.44608097281849	0.0466738714905981	0.0816792751085467
"NOVA1"	1.55998710539917	0.0468088538189612	0.0819019700798004
"COA8"	1.29987048853885	0.0468476549204575	0.0819494390947672
"C12orf57"	1.32778301318637	0.0468514485256835	0.0819494390947672
"APTX"	1.3808553579091	0.0468848855009252	0.08199060742654
"JAG2"	1.66424434706406	0.0468904577856444	0.08199060742654
"METRN"	-1.46508675639148	0.0469114092642541	0.0820137108846198
"MBNL2"	-1.64377377171777	0.046981981476942	0.0821129947563292
"SLC66A1"	1.33806993849927	0.0469836950558955	0.0821129947563292
"SRP54"	1.38707955546881	0.0470001109513233	0.0821281411149422
"RNF10"	1.47953898787181	0.0470092789092122	0.0821306194988182
"TXNL4B"	1.25495472438776	0.0470264487624762	0.0821470749933612
"GNPDA1"	1.38411943772098	0.0470618681500368	0.0821953985916431
"RHOJ"	1.3937329011145	0.0470759451765109	0.0822064371363755
"KCNF1"	-1.92811772681061	0.0471066710503026	0.0822403628495304
"EI24"	1.35763544057592	0.0471108928910643	0.0822403628495304
"DPY30"	1.30343788866438	0.0471584417199797	0.0823098098399778
"TMEM38A"	-1.84876462949455	0.0472652659897243	0.0824826756066356
"PTPRT"	-1.99073508121679	0.0473645867931577	0.0826423923006067
"NA..786"	1.5697297425732	0.0474145246143125	0.0827159064794212
"CHL1"	1.93229687908216	0.0474466803579751	0.0827583802557307
"GGT7"	1.59856519842098	0.0475627208737876	0.0829471311206848
"SNHG8"	1.27401637650371	0.0475796508454286	0.0829630042217593
"SH3D21"	1.8000756660227	0.0475979293297819	0.082981223069095
"RANBP2"	1.585509521679	0.0476159935751545	0.0829898369998508
"UPF1"	1.37934474366439	0.0476257874588986	0.0829898369998508
"RNF103"	1.35262145500838	0.0476263623922526	0.0829898369998508
"CCDC22"	1.34044292867454	0.0476437931993978	0.0830065626051649
"LYRM1"	1.32005787119362	0.0477097531159311	0.0831078178045099
"PRKAA2"	1.64127517111733	0.0478050494432074	0.0832492135151341
"EIF1AX"	1.46803110690526	0.0478066345964433	0.0832492135151341
"PUDP"	1.33269626715132	0.04783494779429	0.0832848327129762
"PMPCB"	1.46651314767485	0.0478489081599625	0.0832928322251423
"HNRNPUL2"	1.51272168842388	0.0478552609378082	0.0832928322251423
"GAA"	1.3948575218085	0.0478738942543084	0.0833115814954287
"PDCD7"	1.42628961879785	0.0479257610469623	0.0833881490027429
"LINC00476"	1.30864227655752	0.0480124661868167	0.0835252982022133
"GAL3ST3"	1.46092049251754	0.0480958269382161	0.0836565852439215
"KLHDC4"	1.31671161046576	0.0481083325655709	0.0836646059287693
"MGAT5"	1.77548239326156	0.048134766500605	0.0836899317539266
"SRF"	1.34978035257499	0.0481386888065613	0.0836899317539266
"DLG2"	1.74803624774077	0.0481498926415695	0.0836956802058969
"PHLDB1"	1.37807024234075	0.0482233231233227	0.0838095733783165
"WWC2"	1.37755150894652	0.0482456024896793	0.0838156388768137
"RAB11B"	1.37689944399514	0.048250507944291	0.0838156388768137
"C5orf30"	1.41769920151289	0.0482505390439177	0.0838156388768137
"CYYR1"	1.27064602945499	0.0482847522981226	0.0838349021903005
"KLHL32"	1.61383884782696	0.048289358442404	0.0838349021903005
"MTMR2"	1.5931378324694	0.0483041585089745	0.0838349021903005
"EXOSC5"	1.41809157517875	0.0483092640554985	0.0838349021903005
"RRAGD"	1.42730560656382	0.0483119289487567	0.0838349021903005
"TYSND1"	1.37448371627322	0.0483208465615829	0.0838349021903005
"GSTM4"	-1.25028930318473	0.0483246998385261	0.0838349021903005
"LRRC14"	1.37676036311387	0.0483249120098646	0.0838349021903005
"PIAS2"	1.62877258658964	0.0483913649169159	0.0839364460539238
"SLBP"	1.44072708909461	0.0485146628970124	0.0841365402360559
"STX3"	1.56018857790645	0.0485686221058921	0.0842163378727494
"PGM2L1"	2.12957751848355	0.0485919062033186	0.0842429285036431
"CTNNBIP1"	1.34732677620542	0.0486152435319918	0.0842696027072373
"PCYT1A"	1.46592355356996	0.0486467684223622	0.0843104581750114
"MAPT"	1.87336611513618	0.0486678756547845	0.0843129781955532
"ABT1"	1.33232377458302	0.0486700537029147	0.0843129781955532
"LOC100506730"	1.23281906328344	0.0486720891300618	0.0843129781955532
"NPY"	1.77887473761792	0.0487247439407916	0.0843903965165075
"TMEM229B"	1.47936815124179	0.0488125521129045	0.0845286645902878
"WBP11"	1.49143943469994	0.048823940265205	0.0845345726075221
"CLPB"	1.60883645417066	0.0488841446649192	0.08462498614159
"ZNF213"	1.5415336204279	0.0489740031158405	0.0847666968841544
"COPA"	1.51710996766197	0.0490210297227217	0.0848342379166239
"C1GALT1"	1.40109843252723	0.0490380125357252	0.084849772547529
"DNAJC10"	1.37408842091991	0.0490518976728012	0.0848599431172619
"SEMA3B"	-1.38714984945023	0.0490937021741925	0.0849184030752558
"MRTO4"	1.29800727733565	0.0491689991718573	0.0850347671709111
"IFNAR2"	1.29640906586818	0.0491800762537101	0.0850400470120443
"DPH2"	1.45432335102832	0.0493776004207566	0.0853676687209101
"SCO1"	1.43223528367868	0.0494084354166715	0.0854061333251134
"SUPT6H"	1.4478451871508	0.0494159661775425	0.0854061333251134
"VBP1"	1.32359212770956	0.0494312025009422	0.0854185364593162
"HDLBP"	1.41684795904441	0.0494712906187017	0.0854738731622108
"GNB1"	1.45732749597125	0.0494924592902311	0.0854944138344377
"MAGI1"	1.81697454212042	0.0494993133881968	0.0854944138344377
"C2orf69"	1.42779294451427	0.0495260937392311	0.0855267299084848
"TUB"	1.42977044856883	0.0495466151458607	0.0855482286275386
"CMIP"	1.73838634180862	0.0495695998347925	0.0855739728048756
"DPP9"	1.39264125078496	0.0496245529615326	0.085654887994515
"EPOP"	-1.53720106796074	0.0496938257362984	0.0857604893589465
"CCDC127"	1.3217779789097	0.0498027226981153	0.0859344277360186
"LAPTM4A"	1.26383748837414	0.0498337931406837	0.0859740419509957
"MFSD14A"	1.44653137858867	0.0498759106502189	0.0860326987420279
"SMG5"	1.38090236044686	0.0498862714301979	0.0860365670654577
"SLC35A1"	1.3616072538284	0.0499174102321542	0.086076263202143
"FSD1"	1.47325106152128	0.0499457739197493	0.0861111618678222
"MAX"	1.2489051979612	0.0500722822810316	0.0863152322079332
"TTLL7"	1.86668283132582	0.050172644298304	0.0864741721049644
"DGKZ"	-1.51177006134944	0.0502021125642012	0.086510892513074
"CCSER2"	1.55821879198639	0.0502145376545491	0.0865145675635632
"KCTD18"	1.24107409455048	0.0502205717730742	0.0865145675635632
"GPBP1L1"	1.29840613748967	0.0502296763305072	0.0865161888104526
"TAF9B"	1.32824159511398	0.0502489339476125	0.0865341990522072
"HECW2"	1.94776976587538	0.050256463027584	0.0865341990522072
"KIAA1614"	1.37673638722425	0.0503153845312291	0.0866215798021387
"LIMS2"	-1.26570522990314	0.0503304192623684	0.0866333901807017
"RNFT2"	1.54118862350284	0.0503656630185523	0.0866799767246861
"GOLGA2"	1.4477738500709	0.0504070988007208	0.0867312150510951
"CERS4"	1.34093925310544	0.0504118026717065	0.0867312150510951
"MARCHF2"	-1.26531880071268	0.0504409281410575	0.0867672385065619
"NOL6"	1.52770153770989	0.0504630310701302	0.0867911722299967
"CPT2"	1.25097168855908	0.0505614855004974	0.0869463935314411
"TMCO1"	1.24510253287051	0.0505726279757617	0.0869514456987545
"VPS33A"	1.57181545280844	0.0506346040712288	0.0870438822298269
"YWHAZ"	1.60474941653733	0.0506502088544743	0.0870565866752707
"NA..1525"	1.29572677676758	0.0506689998733756	0.0870657651062377
"LOC728743"	1.45503584484914	0.050671979540977	0.0870657651062377
"MIR1915HG"	1.23671869615418	0.0507049851997983	0.0871083535658068
"MXD1"	1.44767779520581	0.0508331372177266	0.0873094552840332
"MRPL19"	1.27488772066708	0.0508400225135573	0.0873094552840332
"BEND5"	1.52478872219717	0.0508467595785104	0.0873094552840332
"SMIM13"	1.64085747105747	0.0509006978153582	0.0873879143766671
"AFTPH"	1.50669916401429	0.0509092455441151	0.0873884328274266
"ELMOD1"	1.91547008713742	0.050983068540173	0.0875009814394743
"TMTC3"	1.46629019806495	0.0509929043993053	0.087503691843238
"PSMD6"	1.35411672739594	0.0510260721248952	0.0875464323101246
"ARHGAP12"	1.30531622285464	0.0510728912663603	0.087612577151325
"ELMO2"	1.30965764593061	0.0511075337240348	0.087657815570047
"ZNF425"	1.45579072090325	0.0511283977668907	0.087679410927752
"DMTN"	-1.68253466026972	0.0511630188766943	0.0877245872925427
"AGFG1"	1.43442348169361	0.0511734541894367	0.0877282865576916
"LRATD1"	-2.10199272598715	0.0512276059251064	0.0878002776295549
"FNTB"	1.35459661570149	0.0512320170655942	0.0878002776295549
"TWISTNB"	1.39603051268598	0.0512743866505563	0.0878586822510259
"ATE1"	1.71567506988116	0.0512968401978884	0.0878829473678016
"HIPK1"	1.3500599960042	0.0513609811613736	0.0879750280479974
"LHFPL4"	1.6654010939335	0.0513671894282891	0.0879750280479974
"VPS50"	1.63039157246177	0.0513940826560234	0.0879963749383721
"FOCAD"	1.65723011610289	0.0513969211009928	0.0879963749383721
"NIT1"	1.34261119937698	0.0514071542973132	0.0879963749383721
"ARMC9"	1.70594274113657	0.0514128659764484	0.0879963749383721
"SEL1L"	1.4645711358491	0.0514653454266414	0.0880719733298152
"RCN2"	1.50563592890885	0.0515668089420738	0.0882313595686307
"DNM2"	1.3176846803441	0.0516365829834592	0.0883364820756579
"MTCH2"	1.3439699919572	0.0517450203702881	0.0885077026927556
"ABHD13"	1.47773983124998	0.0518319474315035	0.0886420814715304
"OPCML"	1.76441077666751	0.0518437570247671	0.0886479730475124
"SIPA1L3"	1.62235133723615	0.0519021531772636	0.0887335085292207
