"logFC"	"P.Value"	"adj.P.Val"
"SLC13A3"	1.31072107883408	0.0519678959390149	0.0888315743809162
"SLC2A13"	-1.92308170095377	0.0519880472739239	0.0888443869130017
"AHCY"	1.40790307403265	0.0519921577311225	0.0888443869130017
"ABHD10"	1.37306989371736	0.0520434369181289	0.0889151604739353
"EMP2"	1.26166864017427	0.0520503543668895	0.0889151604739353
"UFM1"	1.28015475283757	0.0520683539274256	0.0889315737184297
"SELENOW"	-1.25169240833112	0.0520850770396397	0.08894580187981
"MYO1E"	1.43199441655	0.0521286504186367	0.0890058703297425
"CFL1"	1.36514515850532	0.0521705359647609	0.0890499251003969
"SHANK2"	1.82985331177682	0.0521712573078283	0.0890499251003969
"TMEM11"	1.29936255830865	0.0521955666495155	0.0890770717152279
"PDP2"	1.46356332931478	0.0522299341707717	0.0891213721368279
"KSR2"	-1.95652509281756	0.0523012962333344	0.089225326358879
"ARC"	-1.38520315084187	0.0523144822414315	0.089225326358879
"TIMM21"	1.3092851409697	0.0523161141719263	0.089225326358879
"TMED7"	1.33928314192325	0.0523306048594765	0.0892356798553069
"CEP19"	1.58557862016619	0.052351366374841	0.0892567214994473
"MBTPS2"	1.52621050958449	0.0523712006210109	0.0892761756766083
"ANKRD46"	1.53424887282473	0.0524070209176178	0.0893228703256534
"UBASH3B"	1.74357118499727	0.0524540770513484	0.0893886973131035
"SLC4A8"	1.91052000585124	0.0524678895689575	0.0893978607157253
"CIAO1"	1.37457240979943	0.0525727306998403	0.0895620961190977
"MALAT1"	1.30551924433625	0.0525959094777491	0.0895871823602033
"SLAIN1"	1.35389866432598	0.0526106163812876	0.0895978326223504
"APRT"	1.28395621904976	0.0526269946927799	0.0896113254746274
"NEK6"	1.2413432170277	0.0526698353530079	0.089669865874888
"GAB1"	1.28843088713486	0.0527079450406414	0.0897026889096885
"GYS1"	1.27618925052991	0.0527092688224922	0.0897026889096885
"PPP1R26"	1.26389106825916	0.0527207101124814	0.0897026889096885
"PRDM2"	1.66622591633087	0.0527229712415974	0.0897026889096885
"HSPB11"	1.26288210508994	0.0527990614666035	0.0898177292813907
"LGR4"	-1.44414694024814	0.0528130498945403	0.0898271068499981
"RGS11"	-1.28340523642782	0.0528430422942913	0.0898599088750239
"TBCB"	1.3188337146617	0.0528492934532953	0.0898599088750239
"INSIG1"	1.36122849087998	0.0528841644029977	0.0899047761217468
"UBQLN2"	1.57426286766509	0.0529035610709884	0.0899233264202623
"DDIT4"	1.33564014136587	0.0529527255344508	0.0899924607463294
"SOX13"	-1.29493157401053	0.0529910948676066	0.0900432296628018
"CFAP298"	1.32272240865537	0.053019159449939	0.090076475128319
"PLCB4"	1.46164922765091	0.0530751807067601	0.0901571990912396
"KAT5"	1.38226030080435	0.053138556346915	0.0902503878468919
"DARS1"	1.25810758295667	0.0531684630027674	0.0902867122101151
"APC"	1.3748115000766	0.0531822802903759	0.0902957075484466
"LIAS"	1.29276936744242	0.0532267473609606	0.0903567305031973
"SHKBP1"	1.33527111861751	0.0532480862706923	0.0903784782666234
"HEXA"	1.36826646778939	0.053313122165234	0.0904743744927381
"ATP6V1G1"	1.26734883595783	0.0533225755986832	0.0904759295861102
"STX17"	1.31880682827163	0.053391899849966	0.0905790546838386
"AP1S2"	1.45120951708594	0.053438277636828	0.0906408517105695
"MOB4"	1.47412284122694	0.0534454314341714	0.0906408517105695
"HECW1"	2.0545871808026	0.0535533853849764	0.0908094045295967
"SPRYD3"	-1.61582087263641	0.0535875062866254	0.090840003955349
"PSMB1"	1.26033001523986	0.0535885737619213	0.090840003955349
"WNK2"	1.89607889725537	0.0536927351279034	0.0910020161339389
"SYT4"	2.17841715789206	0.0537450936050406	0.0910761915615957
"RPS6KA4"	-1.39178805463138	0.0537583456770873	0.0910796639291091
"TOMM22"	1.29992465367661	0.053765438081142	0.0910796639291091
"RALGAPA1"	1.55192907644043	0.0537729248164216	0.0910796639291091
"ZFP36L2"	1.27112829810115	0.0538612450125933	0.0912111266582209
"PLOD3"	1.3039882094501	0.0538678487738927	0.0912111266582209
"PPFIA2"	1.86273449172435	0.0538763590187264	0.0912111266582209
"TIGAR"	1.47764316838078	0.0540052388963676	0.0914010850399169
"SDF2"	1.30624426212126	0.0540058119003547	0.0914010850399169
"C2orf42"	1.32119230402753	0.0540258076508063	0.0914203272366669
"HSP90AA1"	1.4402559518024	0.0545195243941173	0.092241047178936
"FNIP1"	1.42221966419161	0.0545483169660627	0.0922750300409151
"PSMC6"	1.36097108999843	0.0545620598898074	0.0922835478315
"GIT2"	1.46920990277304	0.0545790429750773	0.0922975422769856
"RB1CC1"	1.35155719711421	0.0547537468482877	0.0925782082160423
"FRMD8"	1.30432777536919	0.0548054793277453	0.0926508964612291
"CLVS2"	2.00624086471512	0.0548207871361515	0.0926619939503881
"SENP3"	1.3812557605249	0.0548629005980347	0.0927183894973643
"PAFAH1B1"	1.65556533178105	0.055044908402198	0.092998094875749
"FAM168A"	1.50957061894236	0.0550473630384703	0.092998094875749
"JAK2"	1.43566552180585	0.0550581916525927	0.092998094875749
"KIAA0232"	1.40592274780632	0.0550635068263186	0.092998094875749
"CC2D1A"	1.37881993760911	0.0551006923837876	0.0930460704084419
"ALG2"	1.3643749859494	0.0551763794458713	0.0931442030550362
"LRRC37A3"	1.31844957526214	0.0551763829759876	0.0931442030550362
"GRIP2"	1.40455167354843	0.0552170275541896	0.0931979706990447
"C12orf49"	1.40952254336487	0.0552427688735518	0.0932265707837424
"ANK3"	1.80188021700504	0.0552785079070743	0.0932720310140381
"RAB14"	1.38578435502548	0.0554356364721106	0.093522085148149
"PSMD7"	1.5448529907219	0.0554443537446519	0.093522085148149
"ZNF707"	1.39978502993714	0.0555137498162863	0.0936242394260028
"RAB9B"	1.59842226851566	0.0555288155631567	0.0936347473887565
"TMEM104"	1.19936888889232	0.0555380297206095	0.0936353864109162
"ORMDL3"	1.196612337037	0.0555856659535823	0.0936950558156856
"TMEM121B"	1.84415644223809	0.0555911031297444	0.0936950558156856
"PSMA1"	1.34532496696021	0.0557248640183505	0.0938944914569455
"TAOK3"	1.27066602870004	0.0557271514685966	0.0938944914569455
"NSRP1"	1.21503948539467	0.0557400460742988	0.0939012888722649
"UBE4A"	1.42117182705919	0.0557578155546497	0.0939162951761249
"TRPS1"	1.23072290776844	0.0558358726766053	0.094022026799759
"AMT"	1.24051048150555	0.0558383314472243	0.094022026799759
"BPGM"	1.25742950888048	0.0558478061017886	0.0940230419486507
"STAM"	1.57490166302331	0.0558640280760855	0.0940354144775023
"ATR"	1.58170424024388	0.0558735985798163	0.0940365884943454
"MEPCE"	1.2981479226934	0.0559688411531731	0.0941819273644536
"IFT22"	1.34602718809051	0.0559937630471404	0.0942089062983956
"ZNF687"	1.29053480813315	0.0560117520227793	0.0942242139583199
"AIFM1"	1.35539899012846	0.0560322789152869	0.09424378542203
"TM9SF3"	1.32300561223852	0.0561407245182213	0.0944039895702487
"RABGEF1"	1.53785353047871	0.0561453431082542	0.0944039895702487
"FAM91A1"	1.30755241537884	0.056206201543631	0.0944913267702096
"USP8"	1.33998462991257	0.0562439226241358	0.0945397449596496
"ISOC1"	1.24809029063041	0.0563465614528042	0.094697249964608
"PREX1"	1.2415451968078	0.0563707926735455	0.0947229523948368
"TBC1D12"	1.31175079786006	0.0564019426389729	0.0947555439570671
"LOC100506055"	-1.37800229096321	0.0564080700910678	0.0947555439570671
"ACO1"	1.19961888384709	0.0564422166840815	0.0947978783546587
"ZFYVE27"	1.42037258065833	0.0565300026720433	0.0949302754426105
"PSME1"	1.21565103220204	0.0565680436418223	0.094979107496203
"FBXO28"	1.55188279985321	0.0566249110667672	0.0950595291439251
"MEGF10"	1.19384473595682	0.0566945458206605	0.0951613551801331
"CNPY2"	1.25572481542104	0.0567550987069287	0.0952194495103515
"KIF13A"	1.20545515225268	0.0567585094267214	0.0952194495103515
"GTDC1"	1.41861999553276	0.0567661256411128	0.0952194495103515
"RFT1"	1.34504833863142	0.0567687004576707	0.0952194495103515
"ZNF706"	1.30420044566206	0.0567740801524732	0.0952194495103515
"FAXC"	2.00289833771658	0.0567999688241926	0.0952477958225939
"PLPPR4"	1.96546977194079	0.0568817943616884	0.095365576673737
"MAGEF1"	1.36797261452608	0.0568882030318329	0.095365576673737
"NA..1553"	1.51080686661746	0.0569062462155832	0.0953807365795905
"CPEB4"	1.33734956780768	0.0569280231248522	0.0954021488104338
"SYMPK"	1.49255451065139	0.0571351957895628	0.0957341984154603
"UBE2N"	1.42056298208744	0.0572889693497257	0.0959766830806818
"RPA2"	1.28129861224153	0.0573550161170553	0.0960721449041492
"RAB11A"	1.40344992851206	0.0573921086673401	0.0961190846486205
"PHLDA3"	-1.37204290308638	0.0574022233196348	0.0961208346881798
"MAPK14"	1.39499757801239	0.0574230955303841	0.0961353641759832
"DENND2A"	1.23580564946311	0.0574290423285667	0.0961353641759832
"TXNDC15"	1.34231898737235	0.0574929280848505	0.0962271086296976
"HPCAL4"	-1.54092413999606	0.0575947428465491	0.0963715198317945
"OLFM2"	1.23047190875379	0.0575973963591797	0.0963715198317945
"GAK"	1.39522837002315	0.057628162463168	0.0964077767615871
"TM9SF2"	1.35504967900484	0.0577053379954415	0.0965216496331579
"SUPT5H"	1.42359945865221	0.057728591252113	0.0965396863849705
"ERVK13.1"	1.5384345150142	0.0577343397157901	0.0965396863849705
"BSDC1"	1.31176285009696	0.0577782496137783	0.09658707475652
"SLC9A3"	1.47305718502127	0.0577862243252719	0.09658707475652
"HIBCH"	1.19742558459745	0.057790020855925	0.09658707475652
"EARS2"	1.42148430153747	0.0578331072494841	0.0966438458893145
"MTOR"	1.42755624245698	0.0578527467674839	0.0966614236547051
"DDX41"	1.48734883438036	0.0579230743061219	0.0967636729975221
"PRKCG"	-1.87744512237722	0.0579358596090001	0.0967697777992408
"SNX14"	1.39447209777979	0.0579847741576559	0.0968362175422057
"RGMB"	1.67343951728796	0.0581046473138651	0.0970211205659906
"ALG3"	1.23324320206488	0.0581152886654595	0.0970236025955482
"RPS6KL1"	1.52298063040964	0.0581575285268908	0.0970781602701128
"FLRT2"	1.57999269625544	0.0581662877632776	0.0970781602701128
"PPP6C"	1.28771792043636	0.0582191377349932	0.0971430519533822
"NIPA2"	1.37937527703944	0.0582235012273904	0.0971430519533822
"CNOT11"	1.32490872835147	0.0582595684854884	0.0971879280354488
"MICAL2"	-2.15080719165958	0.0582765700220601	0.0971922796193571
"SLC38A10"	1.2470308464692	0.0582805186809789	0.0971922796193571
"EIF3G"	1.32444613299794	0.0583060742583615	0.0972140842971957
"GCA"	1.42629670992133	0.0583183016105414	0.0972140842971957
"BRI3"	1.20965264341207	0.0583211122817107	0.0972140842971957
"SYS1"	1.20708529851292	0.0583679932224229	0.0972655555257201
"WDR61"	1.3037071358375	0.0583703465883732	0.0972655555257201
"PELP1"	1.34527503431066	0.0583808150930906	0.0972677060771221
"ME3"	1.52728930415933	0.0584126883058243	0.0972815158881865
"NADK2"	1.18672160916227	0.0584154223778536	0.0972815158881865
"TOR1A"	1.38858610507898	0.058429035645139	0.0972815158881865
"AP3D1"	1.42415647311714	0.0584301356574441	0.0972815158881865
"FEM1A"	1.34660291584244	0.0584431690819974	0.0972815158881865
"ERO1A"	1.5322828186161	0.0584441792470356	0.0972815158881865
"PACSIN2"	1.26993764340527	0.0584865273640241	0.0973367174943353
"MICU1"	1.3773456812874	0.0588325172217403	0.0978971608597902
"ANAPC16"	1.17512495828149	0.0588430396507618	0.0978992989354432
"PPP6R2"	1.38501981512078	0.0588806309682459	0.0979464647624344
"GFM2"	1.39376689409303	0.0589594319715442	0.0980610682417429
"IMPAD1"	1.42072338165517	0.0589680305628069	0.0980610682417429
"MAF1"	1.23553566832471	0.0589979075711096	0.0980953599684059
"TBC1D24"	1.61533875601587	0.059041812198471	0.0981529608908856
"LARP1"	1.55200062330918	0.0591213747431001	0.0982637878511216
"C8orf33"	1.18606225615162	0.0591270216197964	0.0982637878511216
"TMEM160"	-1.4142373392134	0.0591614811442071	0.0983056408225629
"MFAP4"	1.21688392918848	0.0592138207461246	0.0983706547751644
"FAM120C"	1.21683590291665	0.0592191713026561	0.0983706547751644
"EIF2D"	1.2169142912581	0.0592681711623722	0.0984366209024949
"MPHOSPH8"	1.46412227779817	0.0593122649010244	0.0984944192135783
"WASH2P"	1.32397419452054	0.0593257424224594	0.098501365845719
"ELAC2"	1.36507729740051	0.0593974165455821	0.0986049217653632
"GABRA3"	2.1278523224259	0.0594122370972961	0.0986140781138832
"MAFB"	1.67889053025874	0.0594629001353424	0.0986827146311242
"CACUL1"	1.41041268106304	0.059581669636531	0.0988612121738134
"PRMT3"	1.19763867908221	0.0595891133578336	0.0988612121738134
"SH3BP5L"	1.43839585831353	0.0596531047193633	0.0989518866514028
"SYN2"	-1.93404579426653	0.0596657159799439	0.0989573173639195
"ATP2C2"	1.3873071308801	0.059748524947057	0.099079153088548
"EIF1"	1.21766595259356	0.0598071912562195	0.0991609219232501
"EIF4G3"	1.58054175517613	0.0598205704120036	0.0991675903685929
"TCP11L1"	1.76680369852478	0.0598430175492835	0.0991782523704845
"MINDY3"	1.34122966792688	0.0598457184288779	0.0991782523704845
"RNF149"	1.37907070297132	0.0599098984749864	0.0992690906876025
"YIPF5"	1.43873560531316	0.0599389833811061	0.0993017579917089
"ACTR10"	1.36238335253109	0.0600912901080339	0.0995385265028045
"GTF2A2"	1.20055028623696	0.0601116077550801	0.0995566211889887
"MNT"	1.49500682940472	0.0601539669630441	0.0996112096678658
"DMAC2L"	1.26296214901197	0.0602431300714179	0.0997298441421903
"SLC44A2"	1.17208191664365	0.0602444293449992	0.0997298441421903
"FHL1"	1.23905237989589	0.060262224750746	0.0997437229280659
"EEF1AKNMT"	1.4745467983977	0.0602915068147418	0.0997766066868572
"LY6E"	-1.30026368853279	0.0603196923049682	0.0998076657374009
"TPCN2"	1.24264842686564	0.0603605229459782	0.099859635057989
"GABRB2"	-2.34873982694159	0.0603821303693507	0.0998797904876509
"SH3YL1"	1.22575798624838	0.0604151869724732	0.0999188750833756
"ASIC3"	1.3773633854851	0.0604823871325778	0.100014407681551
"NOP10"	1.15194290540133	0.0606166822058063	0.100220842124358
"ABCC5"	1.45117694525661	0.0606864313514723	0.100320511536875
"TMED2"	1.33382585947572	0.0607829072676514	0.10046432489435
"PPP1R9A"	1.60273478324055	0.0608527498817291	0.100564079720344
"APPL1"	1.4289209859053	0.0608965118633743	0.100620709811045
"SUMO1"	1.31584084905154	0.0610165200992502	0.100803286050172
"ATIC"	1.26758979116533	0.0611075524282574	0.100937942742312
"TMC6"	-1.38477582219101	0.0611310828007176	0.100961074570984
"ERBIN"	1.17804285241711	0.0613315257205302	0.101276333684353
"TSTA3"	1.31770222765714	0.0613904236726402	0.101357798735417
"HACE1"	1.49070766790696	0.0614136087009686	0.101380284269917
"USO1"	1.41100581640115	0.0614368404913511	0.101402839982454
"ZFYVE19"	1.31390707957642	0.0614771456970991	0.101453564325421
"RPS9"	1.24823991348593	0.061535499091972	0.101534052526346
"MEIS3"	1.32638849070539	0.0615950335753245	0.1016164641705
"C22orf39"	1.18700362369211	0.0616191850473556	0.101630664324359
"OBSL1"	1.31176585665469	0.0616228202442282	0.101630664324359
"HSP90AB1"	1.63083901770954	0.0616645968417728	0.101683740054319
"PTCH1"	1.17505524469046	0.0617247049814166	0.101767022929846
"FAM167A"	-1.25962041611592	0.061793308451633	0.101864284176451
"ZMAT2"	1.37819086815648	0.0618508881220583	0.101936211225844
"FAM8A1"	1.44274793322552	0.0618561779952256	0.101936211225844
"ADIPOR2"	1.24321633308182	0.0619493828054313	0.102073936407332
"TMEM254"	1.18053356087361	0.0620173381647579	0.102170021742593
"HAPLN2"	-1.62575564776933	0.0620523512744362	0.102211815170419
"DNM3"	1.64953198277716	0.0620739542712098	0.10223151008023
"TTC38"	1.25128455885419	0.0620936605447791	0.102248075583214
"PNMA1"	1.51943760343083	0.0621135040248521	0.102264861838649
"ANGEL1"	1.31854399576625	0.0622573701961255	0.102485804494958
"ZMPSTE24"	1.22055599248742	0.0623063030864107	0.102550427102
"ATPSCKMT"	1.18290752883163	0.0624093645404687	0.102704106428554
"LGALS8"	1.89640250067852	0.0624928187772942	0.102825476385928
"TMEM201"	1.28609863271819	0.0625768417215703	0.102947744266563
"MRPL9"	1.3217943158318	0.0627031516153849	0.103139531401498
"PTPN4"	1.69785794637018	0.0627328636213181	0.103172391163676
"CTBP1"	1.33048330843691	0.0627667782311831	0.103212151387755
"PMS2"	1.4733271685358	0.0628220535862985	0.10328701891213
"UFL1"	1.20906401922908	0.062922139702157	0.103435526068475
"NBR1"	1.21566714823055	0.0629709189120614	0.103499658596468
"OSBPL1A"	-1.46080580449695	0.0629841616926665	0.103505372246686
"CHMP1A"	1.28035261576069	0.0630149352232839	0.103539888914165
"RGMA"	1.32690957509059	0.0630645624005253	0.103605368519728
"GRWD1"	1.34880361416794	0.0630861783800247	0.10362481687407
"RAB13"	1.28850392845787	0.0631033856630245	0.103625177448529
"PPIL1"	1.26471309719002	0.0631065723182705	0.103625177448529
"PI4KB"	1.28645344263645	0.0631171626876213	0.103625177448529
"RAB1A"	1.33692828169634	0.063125509115654	0.103625177448529
"ZBTB38"	1.41316177990877	0.063181506309244	0.103696230056347
"COMMD9"	1.25578528346771	0.0631883613610009	0.103696230056347
"NPM2"	-1.64928204874977	0.0632006432011713	0.10370032770491
"RUBCN"	1.42074620521948	0.0632271760385405	0.103714136564637
"ARHGAP39"	1.44974702308388	0.0632286314723646	0.103714136564637
"PTPRF"	1.39460358268053	0.0633084169092831	0.103801107800648
"PREP"	1.54798368967592	0.0633094617101539	0.103801107800648
"SNAP29"	1.21281317567747	0.0633110361222296	0.103801107800648
"MAP3K12"	1.51205512845109	0.063334853843677	0.103824096061143
"EIF2AK1"	1.33236147492132	0.0633541703366101	0.103838252874936
"FBXL19"	1.46204329878923	0.0633630856144755	0.103838252874936
"LINC02693"	1.56380750963902	0.0633893930973355	0.103863662747292
"MLLT1"	1.32328249755201	0.0633981915750361	0.103863662747292
"STAG3L4"	1.30291692511989	0.0634467256065736	0.103927109424802
"MCCC2"	1.16432674928696	0.063504617785609	0.104005862972011
"TMEM41A"	1.24862769012888	0.0635426658120762	0.104052097076079
"GORASP2"	1.3094242823848	0.0636058526502852	0.104139475728058
"SMARCA2"	1.33584722380287	0.0637094747199802	0.104293020247505
"NELFB"	1.24971143947951	0.063824999380842	0.104465998986589
"ANKDD1A"	1.16674552101946	0.0640397713685725	0.104795491650258
"KYAT1"	1.28295395340455	0.0640460841119761	0.104795491650258
"SLC25A46"	1.58703672845178	0.0640638005131246	0.104808298523942
"USP27X"	1.41318910451326	0.0641203467496651	0.104884617202184
"DENND10"	1.24264081841728	0.0641553875932661	0.104925740387876
"CHD5"	-1.81811302236953	0.0641730623588791	0.104938453152199
"PSMF1"	1.28720716579111	0.0642387087869746	0.105029595144146
"GMDS"	1.3447843612837	0.0642655028484822	0.10504188429459
"UBE2J2"	1.24117913079691	0.064266048100219	0.10504188429459
"NIPAL3"	-1.51647865488767	0.0643168433192188	0.105108697840722
"CNIH3"	1.72236652796026	0.064354786476984	0.105154490762115
"ZNF747"	1.26996180360954	0.0644541184509518	0.105300562254229
"PPM1K"	1.30118910987709	0.0645200037103432	0.105391954272845
"SUSD6"	1.35496322120215	0.0645836606786287	0.105479678821407
"HERC2"	1.47562818153975	0.0646366170704448	0.105549902575127
"USP35"	1.40047277616267	0.0646903123379871	0.105620089614522
"TBC1D10B"	1.44961354960804	0.0646995302677367	0.105620089614522
"ARHGEF10"	1.16459112389	0.0647609817724791	0.105704125184773
"MPRIP"	1.28803325961626	0.0647802109938287	0.105719229459901
"VPS4B"	1.28607236309865	0.0647990120385462	0.105733630421018
"GID4"	1.34840222531214	0.0648538366875372	0.105806798216521
"CAVIN1"	-1.2120279331793	0.0649331630833399	0.105919911090847
"TRIM35"	1.42042474978854	0.0649798581346088	0.105979768622743
"MCCC1"	1.28779468116092	0.0650736375682131	0.106116388821037
"GNG3"	-1.66430501726615	0.0651235666062039	0.106181470598854
"ASAP1"	1.48068420446577	0.0651794199522474	0.106256190225183
